,Name,Age,Weight,Height,rank_position,slug_game,discipline_title,Sport
92796,Sorin BABII,28.0,80.0,170.0,5.0,barcelona-1992,Shooting,Shooting
92800,Jerzy PIETRZAK,30.0,83.0,170.0,9.0,barcelona-1992,Shooting,Shooting
92801,Jerzy PIETRZAK,30.0,83.0,170.0,9.0,barcelona-1992,Shooting,Shooting
92893,Kazumi WATANABE,44.0,76.0,175.0,2.0,barcelona-1992,Shooting,Shooting
92894,Marco VENTURINI,32.0,98.0,186.0,3.0,barcelona-1992,Shooting,Shooting
92896,Pavel KUBEC,25.0,80.0,173.0,5.0,barcelona-1992,Shooting,Shooting
92897,Jay WALDRON,26.0,96.0,188.0,6.0,barcelona-1992,Shooting,Shooting
92900,Russell MARK,28.0,85.0,183.0,9.0,barcelona-1992,Shooting,Shooting
92901,Giovanni PELLIELO,22.0,93.0,173.0,10.0,barcelona-1992,Shooting,Shooting
92948,Franck BADIOU,25.0,68.0,174.0,2.0,barcelona-1992,Shooting,Shooting
92949,Johann RIEDERER,34.0,69.0,176.0,3.0,barcelona-1992,Shooting,Shooting
92952,Thomas FARNIK,25.0,78.0,183.0,6.0,barcelona-1992,Shooting,Shooting
92953,Thomas FARNIK,25.0,78.0,183.0,6.0,barcelona-1992,Shooting,Shooting
92956,Rajmond DEBEVEC,29.0,72.0,182.0,9.0,barcelona-1992,Shooting,Shooting
92957,Rajmond DEBEVEC,29.0,72.0,182.0,9.0,barcelona-1992,Shooting,Shooting
92958,Rajmond DEBEVEC,29.0,72.0,182.0,9.0,barcelona-1992,Shooting,Shooting
93006,Ioan TOMAN,33.0,87.0,179.0,4.0,barcelona-1992,Shooting,Shooting
93066,Aranka BINDER,26.0,47.0,163.0,3.0,barcelona-1992,Shooting,Shooting
93068,Valentina CHERKASOVA,34.0,64.0,168.0,5.0,barcelona-1992,Shooting,Shooting
93119,Munkhbayar DORJSUREN,23.0,51.0,167.0,3.0,barcelona-1992,Shooting,Shooting
93120,Munkhbayar DORJSUREN,23.0,51.0,167.0,3.0,barcelona-1992,Shooting,Shooting
93126,Evelyne MANCHON,29.0,65.0,163.0,9.0,barcelona-1992,Shooting,Shooting
93127,Evelyne MANCHON,29.0,65.0,163.0,9.0,barcelona-1992,Shooting,Shooting
93166,Harald STENVAAG,39.0,90.0,182.0,2.0,barcelona-1992,Shooting,Shooting
93167,Harald STENVAAG,39.0,90.0,182.0,2.0,barcelona-1992,Shooting,Shooting
93168,Harald STENVAAG,39.0,90.0,182.0,2.0,barcelona-1992,Shooting,Shooting
93170,Hubert BICHLER,32.0,85.0,179.0,4.0,barcelona-1992,Shooting,Shooting
93171,Hubert BICHLER,32.0,85.0,179.0,4.0,barcelona-1992,Shooting,Shooting
93172,Michel BURY,40.0,74.0,179.0,5.0,barcelona-1992,Shooting,Shooting
93173,Michel BURY,40.0,74.0,179.0,5.0,barcelona-1992,Shooting,Shooting
93174,Juha HIRVI,32.0,78.0,177.0,6.0,barcelona-1992,Shooting,Shooting
93175,Juha HIRVI,32.0,78.0,177.0,6.0,barcelona-1992,Shooting,Shooting
93176,Juha HIRVI,32.0,78.0,177.0,6.0,barcelona-1992,Shooting,Shooting
93179,William MEEK,39.0,68.0,180.0,9.0,barcelona-1992,Shooting,Shooting
93290,Michael JAKOSITS,22.0,85.0,184.0,1.0,barcelona-1992,Shooting,Shooting
93295,Jens ZIMMERMANN,25.0,82.0,181.0,6.0,barcelona-1992,Shooting,Shooting
93299,Tor HEIESTAD,30.0,78.0,178.0,10.0,barcelona-1992,Shooting,Shooting
93320,Raul MARQUEZ,20.0,71.0,180.0,5.0,barcelona-1992,Boxing,Boxing
93321,Ole KLEMETSEN,20.0,71.0,187.0,5.0,barcelona-1992,Boxing,Boxing
93322,Joseph MARWA,28.0,67.0,165.0,9.0,barcelona-1992,Boxing,Boxing
93323,Markus BEYER,21.0,74.0,176.0,9.0,barcelona-1992,Boxing,Boxing
93325,Furas HASHIM,21.0,71.0,175.0,9.0,barcelona-1992,Boxing,Boxing
93327,Chalit BOONSINGKARN,25.0,60.0,173.0,9.0,barcelona-1992,Boxing,Boxing
93329,Leonidas MALECKIS,26.0,71.0,178.0,9.0,barcelona-1992,Boxing,Boxing
93346,Jan QUAST,22.0,52.0,159.0,3.0,barcelona-1992,Boxing,Boxing
93347,Roel VELASCO,20.0,48.0,158.0,3.0,barcelona-1992,Boxing,Boxing
93351,Valentin BARBU,23.0,48.0,165.0,5.0,barcelona-1992,Boxing,Boxing
93358,Tadahiro SASAKI,22.0,53.0,163.0,9.0,barcelona-1992,Boxing,Boxing
93376,Arnold VANDERLIJDE,29.0,91.0,198.0,3.0,barcelona-1992,Boxing,Boxing
93379,Kirk JOHNSON,20.0,91.0,185.0,5.0,barcelona-1992,Boxing,Boxing
93380,Paul DOUGLAS,28.0,91.0,195.0,5.0,barcelona-1992,Boxing,Boxing
93381,Danell NICHOLSON,24.0,71.0,180.0,5.0,barcelona-1992,Boxing,Boxing
93382,Georgios STEFANOPOULOS,30.0,91.0,180.0,9.0,barcelona-1992,Boxing,Boxing
93384,Joseph AKHASAMBA,29.0,80.0,183.0,9.0,barcelona-1992,Boxing,Boxing
93389,Bert TEUCHERT,25.0,93.0,190.0,9.0,barcelona-1992,Boxing,Boxing
93398,Christopher BYRD,21.0,75.0,185.0,2.0,barcelona-1992,Boxing,Boxing
93399,Christopher JOHNSON,20.0,75.0,180.0,3.0,barcelona-1992,Boxing,Boxing
93403,Sven OTTKE,25.0,77.0,180.0,5.0,barcelona-1992,Boxing,Boxing
93406,Mohamed SILUVANGI,25.0,75.0,180.0,9.0,barcelona-1992,Boxing,Boxing
93411,Makoye ISANGULA,27.0,75.0,175.0,9.0,barcelona-1992,Boxing,Boxing
93425,Torsten MAY,22.0,81.0,193.0,1.0,barcelona-1992,Boxing,Boxing
93428,Wojciech BARTNIK,24.0,91.0,182.0,3.0,barcelona-1992,Boxing,Boxing
93430,Roland RAFORME,25.0,81.0,192.0,5.0,barcelona-1992,Boxing,Boxing
93431,Montell GRIFFIN,22.0,81.0,170.0,5.0,barcelona-1992,Boxing,Boxing
93435,Asghar MUHAMMAD,25.0,81.0,180.0,9.0,barcelona-1992,Boxing,Boxing
93436,Patrice AOUISSI,26.0,81.0,192.0,9.0,barcelona-1992,Boxing,Boxing
93440,Roberto CASTELLI,23.0,80.0,188.0,9.0,barcelona-1992,Boxing,Boxing
93455,Timothy AUSTIN,21.0,51.0,167.0,3.0,barcelona-1992,Boxing,Boxing
93457,Benjamin MWANGATA,26.0,51.0,165.0,5.0,barcelona-1992,Boxing,Boxing
93463,Moses MALAGU,19.0,51.0,140.0,9.0,barcelona-1992,Boxing,Boxing
93464,Mario LOCH,22.0,53.0,164.0,9.0,barcelona-1992,Boxing,Boxing
93486,Brian NIELSEN,27.0,110.0,191.0,3.0,barcelona-1992,Boxing,Boxing
93487,Svilen RUSINOV,28.0,91.0,190.0,3.0,barcelona-1992,Boxing,Boxing
93491,Wilhelm FISCHER,19.0,110.0,193.0,5.0,barcelona-1992,Boxing,Boxing
93492,Kevin MCBRIDE,19.0,100.0,198.0,9.0,barcelona-1992,Boxing,Boxing
93494,Thomas GLESBY,23.0,90.0,185.0,9.0,barcelona-1992,Boxing,Boxing
93502,Michael CARRUTH,25.0,59.0,173.0,1.0,barcelona-1992,Boxing,Boxing
93505,Arkom CHENGLAI,22.0,67.0,170.0,3.0,barcelona-1992,Boxing,Boxing
93506,Andreas OTTO,28.0,64.0,176.0,5.0,barcelona-1992,Boxing,Boxing
93510,Maselino TUIFAO,21.0,67.0,168.0,9.0,barcelona-1992,Boxing,Boxing
93513,Nicodemus ODORE,27.0,67.0,180.0,9.0,barcelona-1992,Boxing,Boxing
93532,Andreas TEWS,23.0,52.0,164.0,1.0,barcelona-1992,Boxing,Boxing
93534,Hocine SOLTANI,19.0,60.0,165.0,3.0,barcelona-1992,Boxing,Boxing
93539,Daniel DUMITRESCU,23.0,58.0,171.0,5.0,barcelona-1992,Boxing,Boxing
93541,Djamel LIFA,23.0,57.0,162.0,9.0,barcelona-1992,Boxing,Boxing
93543,Steven CHUNGU,23.0,57.0,163.0,9.0,barcelona-1992,Boxing,Boxing
93545,Somluck KAMSING,19.0,57.0,171.0,9.0,barcelona-1992,Boxing,Boxing
93564,Marco RUDOLPH,22.0,60.0,167.0,2.0,barcelona-1992,Boxing,Boxing
93568,Julien LORCY,20.0,61.0,170.0,5.0,barcelona-1992,Boxing,Boxing
93570,Ronald CHAVEZ,22.0,60.0,173.0,5.0,barcelona-1992,Boxing,Boxing
93572,Jacobo GARCIA,19.0,64.0,170.0,9.0,barcelona-1992,Boxing,Boxing
93573,Shigeyuki DOBASHI,21.0,60.0,173.0,9.0,barcelona-1992,Boxing,Boxing
93574,Dariusz SNARSKI,23.0,60.0,169.0,9.0,barcelona-1992,Boxing,Boxing
93578,William IRWIN,24.0,60.0,167.0,9.0,barcelona-1992,Boxing,Boxing
93593,Wayne MCCULLOUGH,22.0,48.0,162.0,2.0,barcelona-1992,Boxing,Boxing
93595,Mohamed ACHIK,27.0,57.0,174.0,3.0,barcelona-1992,Boxing,Boxing
93596,Mohammed SABO,24.0,54.0,156.0,5.0,barcelona-1992,Boxing,Boxing
93597,Serafim TODOROV,23.0,60.0,178.0,5.0,barcelona-1992,Boxing,Boxing
93598,Roberto JALNAIZ,25.0,51.0,167.0,5.0,barcelona-1992,Boxing,Boxing
93601,Chatree SUWANYOD,26.0,54.0,170.0,9.0,barcelona-1992,Boxing,Boxing
93602,Joseph CHONGO,27.0,51.0,155.0,9.0,barcelona-1992,Boxing,Boxing
93605,Philippe WARTELLE,23.0,56.0,168.0,9.0,barcelona-1992,Boxing,Boxing
93607,Slimane ZENGLI,27.0,54.0,170.0,9.0,barcelona-1992,Boxing,Boxing
93624,Mark LEDUC,28.0,63.0,172.0,2.0,barcelona-1992,Boxing,Boxing
93627,Peter RICHARDSON,22.0,64.0,177.0,5.0,barcelona-1992,Boxing,Boxing
93632,Dillon CAREW,21.0,63.0,176.0,9.0,barcelona-1992,Boxing,Boxing
93633,Michele PICCIRILLO,22.0,64.0,174.0,9.0,barcelona-1992,Boxing,Boxing
93635,Christopher HENRY,19.0,63.0,182.0,9.0,barcelona-1992,Boxing,Boxing
93636,Arlo CHAVEZ,25.0,63.0,169.0,9.0,barcelona-1992,Boxing,Boxing
93638,Daniel FULANSE,30.0,63.0,172.0,9.0,barcelona-1992,Boxing,Boxing
93654,Shane KELLY,20.0,85.0,182.0,2.0,barcelona-1992,Cycling Track,Cycling Track
93655,Erin HARTWELL,23.0,78.0,182.0,3.0,barcelona-1992,Cycling Track,Cycling Track
93657,Adler CAPELLI,18.0,77.0,180.0,5.0,barcelona-1992,Cycling Track,Cycling Track
93662,Keiji KOJIMA,22.0,82.0,173.0,10.0,barcelona-1992,Cycling Track,Cycling Track
93663,Keiji KOJIMA,22.0,82.0,173.0,10.0,barcelona-1992,Cycling Track,Cycling Track
93688,Giovanni LOMBARDI,23.0,75.0,178.0,1.0,barcelona-1992,Cycling Track,Cycling Track
93689,Giovanni LOMBARDI,23.0,75.0,178.0,1.0,barcelona-1992,Cycling Track,Cycling Track
93694,Eric MAGNIN,25.0,70.0,176.0,6.0,barcelona-1992,Cycling Track,Cycling Track
93695,Guido FULST,22.0,78.0,180.0,7.0,barcelona-1992,Cycling Track,Cycling Track
93696,Guido FULST,22.0,78.0,180.0,7.0,barcelona-1992,Cycling Track,Cycling Track
93697,Andreas AESCHBACH,22.0,67.0,178.0,8.0,barcelona-1992,Cycling Track,Cycling Track
93698,Franz STOCHER,23.0,70.0,180.0,9.0,barcelona-1992,Cycling Track,Cycling Track
93722,Jens FIEDLER,22.0,94.0,185.0,1.0,barcelona-1992,Cycling Track,Cycling Track
93724,Curtis HARNETT,27.0,95.0,182.0,3.0,barcelona-1992,Cycling Track,Cycling Track
93725,Roberto CHIAPPA,18.0,92.0,184.0,4.0,barcelona-1992,Cycling Track,Cycling Track
93731,Jens LEHMANN,24.0,82.0,188.0,2.0,barcelona-1992,Cycling Track,Cycling Track
93732,Jens LEHMANN,24.0,82.0,188.0,2.0,barcelona-1992,Cycling Track,Cycling Track
93735,Philippe ERMENAULT,23.0,71.0,180.0,5.0,barcelona-1992,Cycling Track,Cycling Track
93736,Philippe ERMENAULT,23.0,71.0,180.0,5.0,barcelona-1992,Cycling Track,Cycling Track
93739,Ivan BELTRAMI,23.0,70.0,175.0,8.0,barcelona-1992,Cycling Track,Cycling Track
93740,Ivan BELTRAMI,23.0,70.0,175.0,8.0,barcelona-1992,Cycling Track,Cycling Track
93756,Petra ROSSNER,25.0,64.0,174.0,1.0,barcelona-1992,Cycling Track,Cycling Track
93757,Petra ROSSNER,25.0,64.0,174.0,1.0,barcelona-1992,Cycling Track,Cycling Track
93766,Kristel WERCKX,22.0,65.0,168.0,9.0,barcelona-1992,Cycling Track,Cycling Track
93767,Kristel WERCKX,22.0,65.0,168.0,9.0,barcelona-1992,Cycling Track,Cycling Track
93778,Annett NEUMANN,22.0,65.0,170.0,2.0,barcelona-1992,Cycling Track,Cycling Track
93779,Ingrid HARINGA,28.0,70.0,175.0,3.0,barcelona-1992,Cycling Track,Cycling Track
93782,Tanya DUBNICOFF,22.0,68.0,170.0,6.0,barcelona-1992,Cycling Track,Cycling Track
93783,Mika KUROKI,20.0,58.0,162.0,7.0,barcelona-1992,Cycling Track,Cycling Track
93788,Kyra KYRKLUND,40.0,70.0,171.0,5.0,barcelona-1992,Equestrian Dressage,Equestrian Dressage
93789,Carol LAVELL,49.0,58.0,162.0,6.0,barcelona-1992,Equestrian Dressage,Equestrian Dressage
93790,Carol LAVELL,49.0,58.0,162.0,6.0,barcelona-1992,Equestrian Dressage,Equestrian Dressage
93791,Pia LAUS,24.0,65.0,182.0,7.0,barcelona-1992,Equestrian Dressage,Equestrian Dressage
93792,Pia LAUS,24.0,65.0,182.0,7.0,barcelona-1992,Equestrian Dressage,Equestrian Dressage
93793,Elisabeth MAX-THEURER,35.0,60.0,168.0,8.0,barcelona-1992,Equestrian Dressage,Equestrian Dressage
93848,Vladimir SELKOV,21.0,75.0,188.0,5.0,barcelona-1992,Swimming,Swimming
93849,Vladimir SELKOV,21.0,75.0,188.0,5.0,barcelona-1992,Swimming,Swimming
93850,Vladimir SELKOV,21.0,75.0,188.0,5.0,barcelona-1992,Swimming,Swimming
93851,Franck SCHOTT,22.0,80.0,187.0,6.0,barcelona-1992,Swimming,Swimming
93852,Franck SCHOTT,22.0,80.0,187.0,6.0,barcelona-1992,Swimming,Swimming
93853,Franck SCHOTT,22.0,80.0,187.0,6.0,barcelona-1992,Swimming,Swimming
93855,Dirk RICHTER,27.0,85.0,190.0,8.0,barcelona-1992,Swimming,Swimming
93856,Dirk RICHTER,27.0,85.0,190.0,8.0,barcelona-1992,Swimming,Swimming
93857,Dirk RICHTER,27.0,85.0,190.0,8.0,barcelona-1992,Swimming,Swimming
93861,Stefaan MAENE,20.0,82.0,189.0,10.0,barcelona-1992,Swimming,Swimming
93862,Stefaan MAENE,20.0,82.0,189.0,10.0,barcelona-1992,Swimming,Swimming
93863,Stefaan MAENE,20.0,82.0,189.0,10.0,barcelona-1992,Swimming,Swimming
93864,Stefaan MAENE,20.0,82.0,189.0,10.0,barcelona-1992,Swimming,Swimming
93865,Stefaan MAENE,20.0,82.0,189.0,10.0,barcelona-1992,Swimming,Swimming
93943,Artur WOJDAT,24.0,86.0,194.0,4.0,barcelona-1992,Swimming,Swimming
93944,Artur WOJDAT,24.0,86.0,194.0,4.0,barcelona-1992,Swimming,Swimming
93945,Artur WOJDAT,24.0,86.0,194.0,4.0,barcelona-1992,Swimming,Swimming
93946,Vladimir PYSHNENKO,22.0,89.0,194.0,5.0,barcelona-1992,Swimming,Swimming
93947,Vladimir PYSHNENKO,22.0,89.0,194.0,5.0,barcelona-1992,Swimming,Swimming
93948,Vladimir PYSHNENKO,22.0,89.0,194.0,5.0,barcelona-1992,Swimming,Swimming
93949,Vladimir PYSHNENKO,22.0,89.0,194.0,5.0,barcelona-1992,Swimming,Swimming
93950,Joseph HUDEPOHL,18.0,74.0,183.0,6.0,barcelona-1992,Swimming,Swimming
93951,Joseph HUDEPOHL,18.0,74.0,183.0,6.0,barcelona-1992,Swimming,Swimming
93952,Joseph HUDEPOHL,18.0,74.0,183.0,6.0,barcelona-1992,Swimming,Swimming
93953,Steffen ZESNER,24.0,80.0,185.0,7.0,barcelona-1992,Swimming,Swimming
93954,Steffen ZESNER,24.0,80.0,185.0,7.0,barcelona-1992,Swimming,Swimming
93955,Steffen ZESNER,24.0,80.0,185.0,7.0,barcelona-1992,Swimming,Swimming
94050,Eric NAMESNIK,21.0,78.0,185.0,2.0,barcelona-1992,Swimming,Swimming
94051,Luca SACCHI,24.0,78.0,185.0,3.0,barcelona-1992,Swimming,Swimming
94052,Luca SACCHI,24.0,78.0,185.0,3.0,barcelona-1992,Swimming,Swimming
94057,Takahiro FUJIMOTO,22.0,76.0,183.0,8.0,barcelona-1992,Swimming,Swimming
94058,Takahiro FUJIMOTO,22.0,76.0,183.0,8.0,barcelona-1992,Swimming,Swimming
94059,Attila CZENE,18.0,76.0,185.0,9.0,barcelona-1992,Swimming,Swimming
94060,Attila CZENE,18.0,76.0,185.0,9.0,barcelona-1992,Swimming,Swimming
94100,Susan O'NEILL,18.0,63.0,171.0,3.0,barcelona-1992,Swimming,Swimming
94101,Susan O'NEILL,18.0,63.0,171.0,3.0,barcelona-1992,Swimming,Swimming
94102,Susan O'NEILL,18.0,63.0,171.0,3.0,barcelona-1992,Swimming,Swimming
94103,Susan O'NEILL,18.0,63.0,171.0,3.0,barcelona-1992,Swimming,Swimming
94104,Susan O'NEILL,18.0,63.0,171.0,3.0,barcelona-1992,Swimming,Swimming
94105,Mika HARUNA,14.0,53.0,160.0,4.0,barcelona-1992,Swimming,Swimming
94106,Rie SHITO,18.0,61.0,165.0,5.0,barcelona-1992,Swimming,Swimming
94107,Rie SHITO,18.0,61.0,165.0,5.0,barcelona-1992,Swimming,Swimming
94109,Mette JACOBSEN,19.0,61.0,172.0,7.0,barcelona-1992,Swimming,Swimming
94110,Mette JACOBSEN,19.0,61.0,172.0,7.0,barcelona-1992,Swimming,Swimming
94111,Mette JACOBSEN,19.0,61.0,172.0,7.0,barcelona-1992,Swimming,Swimming
94112,Mette JACOBSEN,19.0,61.0,172.0,7.0,barcelona-1992,Swimming,Swimming
94113,Mette JACOBSEN,19.0,61.0,172.0,7.0,barcelona-1992,Swimming,Swimming
94114,Ilaria TOCCHINI,24.0,56.0,168.0,8.0,barcelona-1992,Swimming,Swimming
94115,Ilaria TOCCHINI,24.0,56.0,168.0,8.0,barcelona-1992,Swimming,Swimming
94116,Ilaria TOCCHINI,24.0,56.0,168.0,8.0,barcelona-1992,Swimming,Swimming
94153,Dagmar HASE,22.0,62.0,183.0,1.0,barcelona-1992,Swimming,Swimming
94154,Dagmar HASE,22.0,62.0,183.0,1.0,barcelona-1992,Swimming,Swimming
94155,Dagmar HASE,22.0,62.0,183.0,1.0,barcelona-1992,Swimming,Swimming
94156,Dagmar HASE,22.0,62.0,183.0,1.0,barcelona-1992,Swimming,Swimming
94157,Janet EVANS,20.0,54.0,167.0,2.0,barcelona-1992,Swimming,Swimming
94158,Janet EVANS,20.0,54.0,167.0,2.0,barcelona-1992,Swimming,Swimming
94162,Isabelle ARNOULD,21.0,67.0,181.0,6.0,barcelona-1992,Swimming,Swimming
94163,Isabelle ARNOULD,21.0,67.0,181.0,6.0,barcelona-1992,Swimming,Swimming
94164,Isabelle ARNOULD,21.0,67.0,181.0,6.0,barcelona-1992,Swimming,Swimming
94168,Suzu CHIBA,16.0,58.0,170.0,8.0,barcelona-1992,Swimming,Swimming
94169,Suzu CHIBA,16.0,58.0,170.0,8.0,barcelona-1992,Swimming,Swimming
94170,Suzu CHIBA,16.0,58.0,170.0,8.0,barcelona-1992,Swimming,Swimming
94171,Suzu CHIBA,16.0,58.0,170.0,8.0,barcelona-1992,Swimming,Swimming
94172,Suzu CHIBA,16.0,58.0,170.0,8.0,barcelona-1992,Swimming,Swimming
94174,Sandra CAM,20.0,70.0,178.0,10.0,barcelona-1992,Swimming,Swimming
94175,Sandra CAM,20.0,70.0,178.0,10.0,barcelona-1992,Swimming,Swimming
94176,Sandra CAM,20.0,70.0,178.0,10.0,barcelona-1992,Swimming,Swimming
94220,Pavlo KHNYKIN,23.0,72.0,185.0,4.0,barcelona-1992,Swimming,Swimming
94221,Pavlo KHNYKIN,23.0,72.0,185.0,4.0,barcelona-1992,Swimming,Swimming
94222,Pavlo KHNYKIN,23.0,72.0,185.0,4.0,barcelona-1992,Swimming,Swimming
94224,Marcel GERY,27.0,84.0,191.0,6.0,barcelona-1992,Swimming,Swimming
94225,Marcel GERY,27.0,84.0,191.0,6.0,barcelona-1992,Swimming,Swimming
94227,Vladislav KULIKOV,21.0,86.0,190.0,8.0,barcelona-1992,Swimming,Swimming
94228,Vladislav KULIKOV,21.0,86.0,190.0,8.0,barcelona-1992,Swimming,Swimming
94229,Christian KELLER,19.0,88.0,188.0,9.0,barcelona-1992,Swimming,Swimming
94230,Christian KELLER,19.0,88.0,188.0,9.0,barcelona-1992,Swimming,Swimming
94231,Christian KELLER,19.0,88.0,188.0,9.0,barcelona-1992,Swimming,Swimming
94232,Jonathan SIEBEN,25.0,74.0,176.0,10.0,barcelona-1992,Swimming,Swimming
94233,Jonathan SIEBEN,25.0,74.0,176.0,10.0,barcelona-1992,Swimming,Swimming
94340,Guylaine CLOUTIER,20.0,53.0,165.0,4.0,barcelona-1992,Swimming,Swimming
94341,Guylaine CLOUTIER,20.0,53.0,165.0,4.0,barcelona-1992,Swimming,Swimming
94342,Guylaine CLOUTIER,20.0,53.0,165.0,4.0,barcelona-1992,Swimming,Swimming
94346,Daniela BRENDEL,18.0,69.0,185.0,8.0,barcelona-1992,Swimming,Swimming
94347,Daniela BRENDEL,18.0,69.0,185.0,8.0,barcelona-1992,Swimming,Swimming
94348,Daniela BRENDEL,18.0,69.0,185.0,8.0,barcelona-1992,Swimming,Swimming
94405,Susan O'NEILL,18.0,63.0,171.0,5.0,barcelona-1992,Swimming,Swimming
94406,Susan O'NEILL,18.0,63.0,171.0,5.0,barcelona-1992,Swimming,Swimming
94407,Susan O'NEILL,18.0,63.0,171.0,5.0,barcelona-1992,Swimming,Swimming
94408,Susan O'NEILL,18.0,63.0,171.0,5.0,barcelona-1992,Swimming,Swimming
94409,Susan O'NEILL,18.0,63.0,171.0,5.0,barcelona-1992,Swimming,Swimming
94412,Rie SHITO,18.0,61.0,165.0,8.0,barcelona-1992,Swimming,Swimming
94413,Rie SHITO,18.0,61.0,165.0,8.0,barcelona-1992,Swimming,Swimming
94415,Karin BRIENESSE,23.0,73.0,181.0,10.0,barcelona-1992,Swimming,Swimming
94416,Karin BRIENESSE,23.0,73.0,181.0,10.0,barcelona-1992,Swimming,Swimming
94417,Karin BRIENESSE,23.0,73.0,181.0,10.0,barcelona-1992,Swimming,Swimming
94477,Franck ESPOSITO,21.0,74.0,181.0,3.0,barcelona-1992,Swimming,Swimming
94478,Franck ESPOSITO,21.0,74.0,181.0,3.0,barcelona-1992,Swimming,Swimming
94479,Franck ESPOSITO,21.0,74.0,181.0,3.0,barcelona-1992,Swimming,Swimming
94481,Keiichi KAWANAKA,19.0,64.0,179.0,5.0,barcelona-1992,Swimming,Swimming
94482,Keiichi KAWANAKA,19.0,64.0,179.0,5.0,barcelona-1992,Swimming,Swimming
94483,Keiichi KAWANAKA,19.0,64.0,179.0,5.0,barcelona-1992,Swimming,Swimming
94484,Denis PANKRATOV,18.0,84.0,188.0,6.0,barcelona-1992,Swimming,Swimming
94487,Chris-Carol BREMER,21.0,75.0,183.0,9.0,barcelona-1992,Swimming,Swimming
94551,Suzu CHIBA,16.0,58.0,170.0,6.0,barcelona-1992,Swimming,Swimming
94552,Suzu CHIBA,16.0,58.0,170.0,6.0,barcelona-1992,Swimming,Swimming
94553,Suzu CHIBA,16.0,58.0,170.0,6.0,barcelona-1992,Swimming,Swimming
94554,Suzu CHIBA,16.0,58.0,170.0,6.0,barcelona-1992,Swimming,Swimming
94555,Suzu CHIBA,16.0,58.0,170.0,6.0,barcelona-1992,Swimming,Swimming
94559,Karen PICKERING,20.0,64.0,177.0,10.0,barcelona-1992,Swimming,Swimming
94560,Karen PICKERING,20.0,64.0,177.0,10.0,barcelona-1992,Swimming,Swimming
94561,Karen PICKERING,20.0,64.0,177.0,10.0,barcelona-1992,Swimming,Swimming
94562,Karen PICKERING,20.0,64.0,177.0,10.0,barcelona-1992,Swimming,Swimming
94622,Janet EVANS,20.0,54.0,167.0,1.0,barcelona-1992,Swimming,Swimming
94623,Janet EVANS,20.0,54.0,167.0,1.0,barcelona-1992,Swimming,Swimming
94625,Jana HENKE,18.0,60.0,170.0,3.0,barcelona-1992,Swimming,Swimming
94627,Irene DALBY,21.0,73.0,181.0,5.0,barcelona-1992,Swimming,Swimming
94628,Irene DALBY,21.0,73.0,181.0,5.0,barcelona-1992,Swimming,Swimming
94629,Irene DALBY,21.0,73.0,181.0,5.0,barcelona-1992,Swimming,Swimming
94632,Isabelle ARNOULD,21.0,67.0,181.0,8.0,barcelona-1992,Swimming,Swimming
94633,Isabelle ARNOULD,21.0,67.0,181.0,8.0,barcelona-1992,Swimming,Swimming
94634,Isabelle ARNOULD,21.0,67.0,181.0,8.0,barcelona-1992,Swimming,Swimming
94663,Stefan PFEIFFER,26.0,80.0,190.0,4.0,barcelona-1992,Swimming,Swimming
94664,Stefan PFEIFFER,26.0,80.0,190.0,4.0,barcelona-1992,Swimming,Swimming
94665,Stefan PFEIFFER,26.0,80.0,190.0,4.0,barcelona-1992,Swimming,Swimming
94666,Ian WILSON,21.0,72.0,185.0,5.0,barcelona-1992,Swimming,Swimming
94667,Igor MAJCEN,22.0,84.0,190.0,6.0,barcelona-1992,Swimming,Swimming
94668,Lawrence FROSTAD,25.0,71.0,178.0,7.0,barcelona-1992,Swimming,Swimming
94698,Kyoko IWASAKI,14.0,50.0,159.0,1.0,barcelona-1992,Swimming,Swimming
94699,Kyoko IWASAKI,14.0,50.0,159.0,1.0,barcelona-1992,Swimming,Swimming
94700,Kyoko IWASAKI,14.0,50.0,159.0,1.0,barcelona-1992,Swimming,Swimming
94704,Guylaine CLOUTIER,20.0,53.0,165.0,5.0,barcelona-1992,Swimming,Swimming
94705,Guylaine CLOUTIER,20.0,53.0,165.0,5.0,barcelona-1992,Swimming,Swimming
94706,Guylaine CLOUTIER,20.0,53.0,165.0,5.0,barcelona-1992,Swimming,Swimming
94711,Daniela BRENDEL,18.0,69.0,185.0,10.0,barcelona-1992,Swimming,Swimming
94712,Daniela BRENDEL,18.0,69.0,185.0,10.0,barcelona-1992,Swimming,Swimming
94713,Daniela BRENDEL,18.0,69.0,185.0,10.0,barcelona-1992,Swimming,Swimming
94760,Gregory BURGESS,20.0,93.0,193.0,2.0,barcelona-1992,Swimming,Swimming
94761,Attila CZENE,18.0,76.0,185.0,3.0,barcelona-1992,Swimming,Swimming
94762,Attila CZENE,18.0,76.0,185.0,3.0,barcelona-1992,Swimming,Swimming
94763,Jani SIEVINEN,18.0,79.0,181.0,4.0,barcelona-1992,Swimming,Swimming
94764,Jani SIEVINEN,18.0,79.0,181.0,4.0,barcelona-1992,Swimming,Swimming
94765,Jani SIEVINEN,18.0,79.0,181.0,4.0,barcelona-1992,Swimming,Swimming
94766,Jani SIEVINEN,18.0,79.0,181.0,4.0,barcelona-1992,Swimming,Swimming
94767,Jani SIEVINEN,18.0,79.0,181.0,4.0,barcelona-1992,Swimming,Swimming
