,Name,Age,Weight,Height,rank_position,slug_game,discipline_title,Sport
34198,Anna MEARES,28.0,70.0,165.0,5.0,london-2012,Cycling Track,Cycling Track
34199,Anna MEARES,28.0,70.0,165.0,5.0,london-2012,Cycling Track,Cycling Track
34200,Anna MEARES,28.0,70.0,165.0,5.0,london-2012,Cycling Track,Cycling Track
34201,Monique SULLIVAN,23.0,50.0,167.0,6.0,london-2012,Cycling Track,Cycling Track
34202,Monique SULLIVAN,23.0,50.0,167.0,6.0,london-2012,Cycling Track,Cycling Track
34205,Kristina VOGEL,21.0,66.0,160.0,10.0,london-2012,Cycling Track,Cycling Track
34206,Kristina VOGEL,21.0,66.0,160.0,10.0,london-2012,Cycling Track,Cycling Track
34207,Kristina VOGEL,21.0,66.0,160.0,10.0,london-2012,Cycling Track,Cycling Track
34221,Takaharu FURUKAWA,27.0,89.0,174.0,2.0,london-2012,Archery,Archery
34222,Takaharu FURUKAWA,27.0,89.0,174.0,2.0,london-2012,Archery,Archery
34227,Viktor RUBAN,31.0,70.0,178.0,7.0,london-2012,Archery,Archery
34228,Viktor RUBAN,31.0,70.0,178.0,7.0,london-2012,Archery,Archery
34231,Markiyan IVASHKO,33.0,99.0,182.0,9.0,london-2012,Archery,Archery
34232,Markiyan IVASHKO,33.0,99.0,182.0,9.0,london-2012,Archery,Archery
34234,Laurence GODFREY,36.0,83.0,178.0,9.0,london-2012,Archery,Archery
34235,Laurence GODFREY,36.0,83.0,178.0,9.0,london-2012,Archery,Archery
34238,Taylor WORTH,21.0,60.0,174.0,9.0,london-2012,Archery,Archery
34239,Dan OLARU,15.0,70.0,175.0,9.0,london-2012,Archery,Archery
34311,Ren HAYAKAWA,24.0,65.0,179.0,9.0,london-2012,Archery,Archery
34312,Ren HAYAKAWA,24.0,65.0,179.0,9.0,london-2012,Archery,Archery
34317,Miki KANIE,23.0,64.0,162.0,9.0,london-2012,Archery,Archery
34318,Miki KANIE,23.0,64.0,162.0,9.0,london-2012,Archery,Archery
34319,Carina CHRISTIANSEN,21.0,67.0,171.0,9.0,london-2012,Archery,Archery
34320,Carina CHRISTIANSEN,21.0,67.0,171.0,9.0,london-2012,Archery,Archery
34383,Carlo MOLFETTA,28.0,78.0,183.0,1.0,london-2012,Taekwondo,Taekwondo
34389,Alisher GULOV,22.0,84.0,189.0,7.0,london-2012,Taekwondo,Taekwondo
34390,Kaino THOMSEN-FUATAGA,21.0,90.0,180.0,7.0,london-2012,Taekwondo,Taekwondo
34403,Safwan KHALIL,26.0,58.0,184.0,5.0,london-2012,Taekwondo,Taekwondo
34404,Pen-Ek KARAKET,22.0,57.0,170.0,5.0,london-2012,Taekwondo,Taekwondo
34405,Tamer BAYOUMI,30.0,58.0,173.0,7.0,london-2012,Taekwondo,Taekwondo
34406,Uno SANLI,23.0,58.0,172.0,7.0,london-2012,Taekwondo,Taekwondo
34418,Mauro SARMIENTO,29.0,80.0,196.0,3.0,london-2012,Taekwondo,Taekwondo
34420,Arman YEREMYAN,26.0,80.0,185.0,5.0,london-2012,Taekwondo,Taekwondo
34421,Yousef KARAMI,29.0,80.0,183.0,7.0,london-2012,Taekwondo,Taekwondo
34422,Vaughn SCOTT,22.0,77.0,185.0,7.0,london-2012,Taekwondo,Taekwondo
34423,Tommy MOLLET,33.0,76.0,178.0,9.0,london-2012,Taekwondo,Taekwondo
34433,Rohullah NIKPAI,25.0,63.0,183.0,3.0,london-2012,Taekwondo,Taekwondo
34434,Terrence JENNINGS,25.0,67.0,175.0,3.0,london-2012,Taekwondo,Taekwondo
34435,Martin STAMPER,25.0,67.0,180.0,5.0,london-2012,Taekwondo,Taekwondo
34436,Diogo SILVA,30.0,68.0,178.0,5.0,london-2012,Taekwondo,Taekwondo
34440,Mohammad ABULIBDEH,28.0,68.0,183.0,9.0,london-2012,Taekwondo,Taekwondo
34447,Jade JONES,19.0,57.0,156.0,1.0,london-2012,Taekwondo,Taekwondo
34451,Suvi MIKKONEN,24.0,57.0,164.0,5.0,london-2012,Taekwondo,Taekwondo
34452,Mayu HAMADA,18.0,57.0,174.0,5.0,london-2012,Taekwondo,Taekwondo
34454,Diana LOPEZ,28.0,58.0,178.0,7.0,london-2012,Taekwondo,Taekwondo
34455,Hedaya WAHBA,19.0,57.0,174.0,9.0,london-2012,Taekwondo,Taekwondo
34456,Andrea PAOLI,20.0,56.0,170.0,9.0,london-2012,Taekwondo,Taekwondo
34464,Nur TATAR,19.0,67.0,173.0,2.0,london-2012,Taekwondo,Taekwondo
34465,Paige MCPHERSON,21.0,65.0,173.0,3.0,london-2012,Taekwondo,Taekwondo
34466,Helena FROMM,24.0,67.0,175.0,3.0,london-2012,Taekwondo,Taekwondo
34467,Carmen MARTON,26.0,67.0,172.0,5.0,london-2012,Taekwondo,Taekwondo
34471,Karine SERGERIE,27.0,64.5,165.0,9.0,london-2012,Taekwondo,Taekwondo
34472,Elin JOHANSSON,21.0,67.0,176.0,9.0,london-2012,Taekwondo,Taekwondo
34485,Talitiga CRAWLEY,20.0,87.0,182.0,7.0,london-2012,Taekwondo,Taekwondo
34488,Maryna KONIEVA,24.0,78.0,183.0,9.0,london-2012,Taekwondo,Taekwondo
34498,Chanatip SONKHAM,21.0,49.0,166.0,3.0,london-2012,Taekwondo,Taekwondo
34502,Erika KASAHARA,21.0,48.0,164.0,7.0,london-2012,Taekwondo,Taekwondo
34511,Evan LYSACEK,24.0,73.0,188.0,1.0,vancouver-2010,Figure skating,Figure skating
34513,Daisuke TAKAHASHI,23.0,59.0,165.0,3.0,vancouver-2010,Figure skating,Figure skating
34515,Patrick CHAN,19.0,67.0,168.0,5.0,vancouver-2010,Figure skating,Figure skating
34517,Nobunari ODA,22.0,56.0,164.0,7.0,vancouver-2010,Figure skating,Figure skating
34518,Takahiko KOZUKA,20.0,58.0,170.0,8.0,vancouver-2010,Figure skating,Figure skating
34519,Jeremy ABBOTT,24.0,70.0,175.0,9.0,vancouver-2010,Figure skating,Figure skating
34536,Mao ASADA,19.0,50.0,163.0,2.0,vancouver-2010,Figure skating,Figure skating
34537,Joannie ROCHETTE,24.0,53.0,160.0,3.0,vancouver-2010,Figure skating,Figure skating
34538,Mirai NAGASU,16.0,50.0,162.0,4.0,vancouver-2010,Figure skating,Figure skating
34539,Miki ANDO,22.0,50.0,162.0,5.0,vancouver-2010,Figure skating,Figure skating
34541,Rachael FLATT,17.0,50.0,157.0,7.0,vancouver-2010,Figure skating,Figure skating
34542,Akiko SUZUKI,24.0,47.0,160.0,8.0,vancouver-2010,Figure skating,Figure skating
34566,Alla TSUPER,30.0,53.0,153.0,8.0,vancouver-2010,Freestyle Skiing,Freestyle Skiing
34567,Lacy SCHNOOR,24.0,52.0,157.0,9.0,vancouver-2010,Freestyle Skiing,Freestyle Skiing
34568,Ashley CALDWELL,16.0,66.0,170.0,10.0,vancouver-2010,Freestyle Skiing,Freestyle Skiing
34583,Andreas MATT,27.0,100.0,192.0,2.0,vancouver-2010,Freestyle Skiing,Freestyle Skiing
34586,Enak GAVAGGIO,33.0,80.0,173.0,5.0,vancouver-2010,Freestyle Skiing,Freestyle Skiing
34587,Davey BARR,32.0,84.0,178.0,6.0,vancouver-2010,Freestyle Skiing,Freestyle Skiing
34588,Scott KNELLER,20.0,90.0,181.0,7.0,vancouver-2010,Freestyle Skiing,Freestyle Skiing
34589,Filip FLISAR,22.0,95.0,181.0,8.0,vancouver-2010,Freestyle Skiing,Freestyle Skiing
34590,Errol KERR,23.0,95.0,175.0,9.0,vancouver-2010,Freestyle Skiing,Freestyle Skiing
34591,Stanley HAYER,36.0,100.0,193.0,10.0,vancouver-2010,Freestyle Skiing,Freestyle Skiing
34615,Alexandre BILODEAU,22.0,76.0,173.0,1.0,vancouver-2010,Freestyle Skiing,Freestyle Skiing
34616,Dale BEGG-SMITH,25.0,84.0,186.0,2.0,vancouver-2010,Freestyle Skiing,Freestyle Skiing
34617,Bryon WILSON,21.0,73.0,178.0,3.0,vancouver-2010,Freestyle Skiing,Freestyle Skiing
34618,Vincent MARQUIS,25.0,72.0,175.0,4.0,vancouver-2010,Freestyle Skiing,Freestyle Skiing
34619,Pierre-Alexandre ROUSSEAU,30.0,68.0,174.0,5.0,vancouver-2010,Freestyle Skiing,Freestyle Skiing
34620,Guilbaut COLAS,26.0,73.0,176.0,6.0,vancouver-2010,Freestyle Skiing,Freestyle Skiing
34621,Sho ENDO,19.0,70.0,178.0,7.0,vancouver-2010,Freestyle Skiing,Freestyle Skiing
34645,Hannah KEARNEY,23.0,69.0,168.0,1.0,vancouver-2010,Freestyle Skiing,Freestyle Skiing
34646,Jennifer HEIL,26.0,56.5,162.0,2.0,vancouver-2010,Freestyle Skiing,Freestyle Skiing
34647,Shannon BAHRKE,29.0,55.0,162.0,3.0,vancouver-2010,Freestyle Skiing,Freestyle Skiing
34648,Aiko UEMURA,30.0,51.0,156.0,4.0,vancouver-2010,Freestyle Skiing,Freestyle Skiing
34652,Arisa MURATA,19.0,46.0,150.0,8.0,vancouver-2010,Freestyle Skiing,Freestyle Skiing
34653,Regina RAKHIMOVA,20.0,57.0,160.0,9.0,vancouver-2010,Freestyle Skiing,Freestyle Skiing
34654,Deborah SCANZIO,23.0,65.0,170.0,10.0,vancouver-2010,Freestyle Skiing,Freestyle Skiing
34673,Jeret PETERSON,28.0,80.0,175.0,2.0,vancouver-2010,Freestyle Skiing,Freestyle Skiing
34676,Kyle NISSEN,30.0,77.0,177.0,5.0,vancouver-2010,Freestyle Skiing,Freestyle Skiing
34679,Steve OMISCHL,31.0,65.0,177.0,8.0,vancouver-2010,Freestyle Skiing,Freestyle Skiing
34681,Warren SHOULDICE,26.0,68.0,177.0,10.0,vancouver-2010,Freestyle Skiing,Freestyle Skiing
34698,Hedda BERNTSEN,33.0,62.0,167.0,2.0,vancouver-2010,Freestyle Skiing,Freestyle Skiing
34699,Marion JOSSERAND,23.0,56.0,162.0,3.0,vancouver-2010,Freestyle Skiing,Freestyle Skiing
34700,Karin HUTTARY,32.0,62.0,164.0,4.0,vancouver-2010,Freestyle Skiing,Freestyle Skiing
34701,Kelsey SERWA,20.0,62.0,168.0,5.0,vancouver-2010,Freestyle Skiing,Freestyle Skiing
34702,Anna HOLMLUND,22.0,76.0,183.0,6.0,vancouver-2010,Freestyle Skiing,Freestyle Skiing
34703,Fanny SMITH,17.0,58.0,166.0,7.0,vancouver-2010,Freestyle Skiing,Freestyle Skiing
34733,Stephanie BECKERT,21.0,73.0,172.0,2.0,vancouver-2010,Speed skating,Speed skating
34734,Stephanie BECKERT,21.0,73.0,172.0,2.0,vancouver-2010,Speed skating,Speed skating
34735,Stephanie BECKERT,21.0,73.0,172.0,2.0,vancouver-2010,Speed skating,Speed skating
34736,Clara HUGHES,37.0,72.0,175.0,3.0,vancouver-2010,Speed skating,Speed skating
34737,Clara HUGHES,37.0,72.0,175.0,3.0,vancouver-2010,Speed skating,Speed skating
34740,Kristina GROVES,33.0,66.0,175.0,6.0,vancouver-2010,Speed skating,Speed skating
34741,Kristina GROVES,33.0,66.0,175.0,6.0,vancouver-2010,Speed skating,Speed skating
34742,Kristina GROVES,33.0,66.0,175.0,6.0,vancouver-2010,Speed skating,Speed skating
34743,Kristina GROVES,33.0,66.0,175.0,6.0,vancouver-2010,Speed skating,Speed skating
34744,Kristina GROVES,33.0,66.0,175.0,6.0,vancouver-2010,Speed skating,Speed skating
34745,Masako HOZUMI,23.0,57.0,162.0,7.0,vancouver-2010,Speed skating,Speed skating
34746,Masako HOZUMI,23.0,57.0,162.0,7.0,vancouver-2010,Speed skating,Speed skating
34747,Masako HOZUMI,23.0,57.0,162.0,7.0,vancouver-2010,Speed skating,Speed skating
34748,Jilleanne ROOKARD,27.0,59.0,160.0,8.0,vancouver-2010,Speed skating,Speed skating
34749,Jilleanne ROOKARD,27.0,59.0,160.0,8.0,vancouver-2010,Speed skating,Speed skating
34750,Jilleanne ROOKARD,27.0,59.0,160.0,8.0,vancouver-2010,Speed skating,Speed skating
34751,Jilleanne ROOKARD,27.0,59.0,160.0,8.0,vancouver-2010,Speed skating,Speed skating
34752,Shiho ISHIZAWA,23.0,67.0,167.0,9.0,vancouver-2010,Speed skating,Speed skating
34753,Shiho ISHIZAWA,23.0,67.0,167.0,9.0,vancouver-2010,Speed skating,Speed skating
34754,Jorien VOORHUIS,25.0,68.0,176.0,10.0,vancouver-2010,Speed skating,Speed skating
34755,Jorien VOORHUIS,25.0,68.0,176.0,10.0,vancouver-2010,Speed skating,Speed skating
34765,Christine NESBITT,24.0,68.0,171.0,1.0,vancouver-2010,Speed skating,Speed skating
34766,Christine NESBITT,24.0,68.0,171.0,1.0,vancouver-2010,Speed skating,Speed skating
34767,Christine NESBITT,24.0,68.0,171.0,1.0,vancouver-2010,Speed skating,Speed skating
34768,Christine NESBITT,24.0,68.0,171.0,1.0,vancouver-2010,Speed skating,Speed skating
34769,Annette GERRITSEN,24.0,61.0,171.0,2.0,vancouver-2010,Speed skating,Speed skating
34770,Annette GERRITSEN,24.0,61.0,171.0,2.0,vancouver-2010,Speed skating,Speed skating
34771,Annette GERRITSEN,24.0,61.0,171.0,2.0,vancouver-2010,Speed skating,Speed skating
34773,Kristina GROVES,33.0,66.0,175.0,4.0,vancouver-2010,Speed skating,Speed skating
34774,Kristina GROVES,33.0,66.0,175.0,4.0,vancouver-2010,Speed skating,Speed skating
34775,Kristina GROVES,33.0,66.0,175.0,4.0,vancouver-2010,Speed skating,Speed skating
34776,Kristina GROVES,33.0,66.0,175.0,4.0,vancouver-2010,Speed skating,Speed skating
34777,Kristina GROVES,33.0,66.0,175.0,4.0,vancouver-2010,Speed skating,Speed skating
34778,Nao KODAIRA,23.0,61.0,165.0,5.0,vancouver-2010,Speed skating,Speed skating
34779,Nao KODAIRA,23.0,61.0,165.0,5.0,vancouver-2010,Speed skating,Speed skating
34780,Nao KODAIRA,23.0,61.0,165.0,5.0,vancouver-2010,Speed skating,Speed skating
34781,Nao KODAIRA,23.0,61.0,165.0,5.0,vancouver-2010,Speed skating,Speed skating
34782,Margot BOER,24.0,72.0,182.0,6.0,vancouver-2010,Speed skating,Speed skating
34783,Margot BOER,24.0,72.0,182.0,6.0,vancouver-2010,Speed skating,Speed skating
34784,Margot BOER,24.0,72.0,182.0,6.0,vancouver-2010,Speed skating,Speed skating
34785,Jennifer RODRIGUEZ,33.0,58.0,162.0,7.0,vancouver-2010,Speed skating,Speed skating
34786,Jennifer RODRIGUEZ,33.0,58.0,162.0,7.0,vancouver-2010,Speed skating,Speed skating
34787,Jennifer RODRIGUEZ,33.0,58.0,162.0,7.0,vancouver-2010,Speed skating,Speed skating
34788,Jennifer RODRIGUEZ,33.0,58.0,162.0,7.0,vancouver-2010,Speed skating,Speed skating
34836,Margot BOER,24.0,72.0,182.0,4.0,vancouver-2010,Speed skating,Speed skating
34837,Margot BOER,24.0,72.0,182.0,4.0,vancouver-2010,Speed skating,Speed skating
34838,Margot BOER,24.0,72.0,182.0,4.0,vancouver-2010,Speed skating,Speed skating
34839,Sayuri YOSHII,25.0,60.0,166.0,5.0,vancouver-2010,Speed skating,Speed skating
34840,Sayuri YOSHII,25.0,60.0,166.0,5.0,vancouver-2010,Speed skating,Speed skating
34841,Sayuri YOSHII,25.0,60.0,166.0,5.0,vancouver-2010,Speed skating,Speed skating
34846,Christine NESBITT,24.0,68.0,171.0,10.0,vancouver-2010,Speed skating,Speed skating
34847,Christine NESBITT,24.0,68.0,171.0,10.0,vancouver-2010,Speed skating,Speed skating
34848,Christine NESBITT,24.0,68.0,171.0,10.0,vancouver-2010,Speed skating,Speed skating
34849,Christine NESBITT,24.0,68.0,171.0,10.0,vancouver-2010,Speed skating,Speed skating
34892,Mark TUITERT,29.0,83.0,182.0,1.0,vancouver-2010,Speed skating,Speed skating
34893,Mark TUITERT,29.0,83.0,182.0,1.0,vancouver-2010,Speed skating,Speed skating
34894,Mark TUITERT,29.0,83.0,182.0,1.0,vancouver-2010,Speed skating,Speed skating
34895,Shani DAVIS,27.0,86.0,188.0,2.0,vancouver-2010,Speed skating,Speed skating
34896,Shani DAVIS,27.0,86.0,188.0,2.0,vancouver-2010,Speed skating,Speed skating
34897,Shani DAVIS,27.0,86.0,188.0,2.0,vancouver-2010,Speed skating,Speed skating
34898,Shani DAVIS,27.0,86.0,188.0,2.0,vancouver-2010,Speed skating,Speed skating
34900,Ivan SKOBREV,27.0,85.0,187.0,4.0,vancouver-2010,Speed skating,Speed skating
34901,Ivan SKOBREV,27.0,85.0,187.0,4.0,vancouver-2010,Speed skating,Speed skating
34902,Ivan SKOBREV,27.0,85.0,187.0,4.0,vancouver-2010,Speed skating,Speed skating
34904,Chad HEDRICK,32.0,76.0,180.0,6.0,vancouver-2010,Speed skating,Speed skating
34905,Chad HEDRICK,32.0,76.0,180.0,6.0,vancouver-2010,Speed skating,Speed skating
34906,Chad HEDRICK,32.0,76.0,180.0,6.0,vancouver-2010,Speed skating,Speed skating
34907,Chad HEDRICK,32.0,76.0,180.0,6.0,vancouver-2010,Speed skating,Speed skating
34908,Simon KUIPERS,27.0,86.0,186.0,7.0,vancouver-2010,Speed skating,Speed skating
34909,Simon KUIPERS,27.0,86.0,186.0,7.0,vancouver-2010,Speed skating,Speed skating
34910,Simon KUIPERS,27.0,86.0,186.0,7.0,vancouver-2010,Speed skating,Speed skating
34911,Simon KUIPERS,27.0,86.0,186.0,7.0,vancouver-2010,Speed skating,Speed skating
34913,Denny MORRISON,24.0,81.0,183.0,9.0,vancouver-2010,Speed skating,Speed skating
34914,Denny MORRISON,24.0,81.0,183.0,9.0,vancouver-2010,Speed skating,Speed skating
34915,Denny MORRISON,24.0,81.0,183.0,9.0,vancouver-2010,Speed skating,Speed skating
34916,Denny MORRISON,24.0,81.0,183.0,9.0,vancouver-2010,Speed skating,Speed skating
34917,Enrico FABRIS,28.0,80.0,189.0,10.0,vancouver-2010,Speed skating,Speed skating
34918,Enrico FABRIS,28.0,80.0,189.0,10.0,vancouver-2010,Speed skating,Speed skating
34919,Enrico FABRIS,28.0,80.0,189.0,10.0,vancouver-2010,Speed skating,Speed skating
34973,Kristina GROVES,33.0,66.0,175.0,2.0,vancouver-2010,Speed skating,Speed skating
34974,Kristina GROVES,33.0,66.0,175.0,2.0,vancouver-2010,Speed skating,Speed skating
34975,Kristina GROVES,33.0,66.0,175.0,2.0,vancouver-2010,Speed skating,Speed skating
34976,Kristina GROVES,33.0,66.0,175.0,2.0,vancouver-2010,Speed skating,Speed skating
34977,Kristina GROVES,33.0,66.0,175.0,2.0,vancouver-2010,Speed skating,Speed skating
34979,Margot BOER,24.0,72.0,182.0,4.0,vancouver-2010,Speed skating,Speed skating
34980,Margot BOER,24.0,72.0,182.0,4.0,vancouver-2010,Speed skating,Speed skating
34981,Margot BOER,24.0,72.0,182.0,4.0,vancouver-2010,Speed skating,Speed skating
34982,Nao KODAIRA,23.0,61.0,165.0,5.0,vancouver-2010,Speed skating,Speed skating
34983,Nao KODAIRA,23.0,61.0,165.0,5.0,vancouver-2010,Speed skating,Speed skating
34984,Nao KODAIRA,23.0,61.0,165.0,5.0,vancouver-2010,Speed skating,Speed skating
34985,Nao KODAIRA,23.0,61.0,165.0,5.0,vancouver-2010,Speed skating,Speed skating
34986,Christine NESBITT,24.0,68.0,171.0,6.0,vancouver-2010,Speed skating,Speed skating
34987,Christine NESBITT,24.0,68.0,171.0,6.0,vancouver-2010,Speed skating,Speed skating
34988,Christine NESBITT,24.0,68.0,171.0,6.0,vancouver-2010,Speed skating,Speed skating
34989,Christine NESBITT,24.0,68.0,171.0,6.0,vancouver-2010,Speed skating,Speed skating
34990,Annette GERRITSEN,24.0,61.0,171.0,7.0,vancouver-2010,Speed skating,Speed skating
34991,Annette GERRITSEN,24.0,61.0,171.0,7.0,vancouver-2010,Speed skating,Speed skating
34992,Annette GERRITSEN,24.0,61.0,171.0,7.0,vancouver-2010,Speed skating,Speed skating
35042,Stephanie BECKERT,21.0,73.0,172.0,2.0,vancouver-2010,Speed skating,Speed skating
35043,Stephanie BECKERT,21.0,73.0,172.0,2.0,vancouver-2010,Speed skating,Speed skating
35044,Stephanie BECKERT,21.0,73.0,172.0,2.0,vancouver-2010,Speed skating,Speed skating
35045,Kristina GROVES,33.0,66.0,175.0,3.0,vancouver-2010,Speed skating,Speed skating
35046,Kristina GROVES,33.0,66.0,175.0,3.0,vancouver-2010,Speed skating,Speed skating
35047,Kristina GROVES,33.0,66.0,175.0,3.0,vancouver-2010,Speed skating,Speed skating
35048,Kristina GROVES,33.0,66.0,175.0,3.0,vancouver-2010,Speed skating,Speed skating
35049,Kristina GROVES,33.0,66.0,175.0,3.0,vancouver-2010,Speed skating,Speed skating
35051,Clara HUGHES,37.0,72.0,175.0,5.0,vancouver-2010,Speed skating,Speed skating
35052,Clara HUGHES,37.0,72.0,175.0,5.0,vancouver-2010,Speed skating,Speed skating
35053,Masako HOZUMI,23.0,57.0,162.0,6.0,vancouver-2010,Speed skating,Speed skating
35054,Masako HOZUMI,23.0,57.0,162.0,6.0,vancouver-2010,Speed skating,Speed skating
35055,Masako HOZUMI,23.0,57.0,162.0,6.0,vancouver-2010,Speed skating,Speed skating
35059,Renate GROENEWOLD,33.0,74.0,180.0,10.0,vancouver-2010,Speed skating,Speed skating
35060,Renate GROENEWOLD,33.0,74.0,180.0,10.0,vancouver-2010,Speed skating,Speed skating
35088,Shani DAVIS,27.0,86.0,188.0,1.0,vancouver-2010,Speed skating,Speed skating
35089,Shani DAVIS,27.0,86.0,188.0,1.0,vancouver-2010,Speed skating,Speed skating
35090,Shani DAVIS,27.0,86.0,188.0,1.0,vancouver-2010,Speed skating,Speed skating
35091,Shani DAVIS,27.0,86.0,188.0,1.0,vancouver-2010,Speed skating,Speed skating
35093,Chad HEDRICK,32.0,76.0,180.0,3.0,vancouver-2010,Speed skating,Speed skating
35094,Chad HEDRICK,32.0,76.0,180.0,3.0,vancouver-2010,Speed skating,Speed skating
35095,Chad HEDRICK,32.0,76.0,180.0,3.0,vancouver-2010,Speed skating,Speed skating
35096,Chad HEDRICK,32.0,76.0,180.0,3.0,vancouver-2010,Speed skating,Speed skating
35097,Stefan GROOTHUIS,28.0,78.0,181.0,4.0,vancouver-2010,Speed skating,Speed skating
35098,Stefan GROOTHUIS,28.0,78.0,181.0,4.0,vancouver-2010,Speed skating,Speed skating
35099,Mark TUITERT,29.0,83.0,182.0,5.0,vancouver-2010,Speed skating,Speed skating
35100,Mark TUITERT,29.0,83.0,182.0,5.0,vancouver-2010,Speed skating,Speed skating
35101,Mark TUITERT,29.0,83.0,182.0,5.0,vancouver-2010,Speed skating,Speed skating
35102,Simon KUIPERS,27.0,86.0,186.0,6.0,vancouver-2010,Speed skating,Speed skating
35103,Simon KUIPERS,27.0,86.0,186.0,6.0,vancouver-2010,Speed skating,Speed skating
35104,Simon KUIPERS,27.0,86.0,186.0,6.0,vancouver-2010,Speed skating,Speed skating
35105,Simon KUIPERS,27.0,86.0,186.0,6.0,vancouver-2010,Speed skating,Speed skating
35107,Mika POUTALA,26.0,79.0,177.0,8.0,vancouver-2010,Speed skating,Speed skating
35108,Mika POUTALA,26.0,79.0,177.0,8.0,vancouver-2010,Speed skating,Speed skating
35110,Trevor MARSICANO,20.0,75.0,172.0,10.0,vancouver-2010,Speed skating,Speed skating
35111,Trevor MARSICANO,20.0,75.0,172.0,10.0,vancouver-2010,Speed skating,Speed skating
35112,Trevor MARSICANO,20.0,75.0,172.0,10.0,vancouver-2010,Speed skating,Speed skating
35113,Trevor MARSICANO,20.0,75.0,172.0,10.0,vancouver-2010,Speed skating,Speed skating
35168,Ivan SKOBREV,27.0,85.0,187.0,2.0,vancouver-2010,Speed skating,Speed skating
35169,Ivan SKOBREV,27.0,85.0,187.0,2.0,vancouver-2010,Speed skating,Speed skating
35170,Ivan SKOBREV,27.0,85.0,187.0,2.0,vancouver-2010,Speed skating,Speed skating
35172,Alexis CONTIN,23.0,72.0,182.0,4.0,vancouver-2010,Speed skating,Speed skating
35173,Alexis CONTIN,23.0,72.0,182.0,4.0,vancouver-2010,Speed skating,Speed skating
35175,Sverre HAUGLI,27.0,79.0,183.0,6.0,vancouver-2010,Speed skating,Speed skating
35176,Sverre HAUGLI,27.0,79.0,183.0,6.0,vancouver-2010,Speed skating,Speed skating
35178,Jonathan KUCK,19.0,79.0,183.0,8.0,vancouver-2010,Speed skating,Speed skating
35179,Jonathan KUCK,19.0,79.0,183.0,8.0,vancouver-2010,Speed skating,Speed skating
35181,Marco WEBER,27.0,76.0,178.0,10.0,vancouver-2010,Speed skating,Speed skating
35182,Marco WEBER,27.0,76.0,178.0,10.0,vancouver-2010,Speed skating,Speed skating
35197,Keiichiro NAGASHIMA,27.0,70.0,172.0,2.0,vancouver-2010,Speed skating,Speed skating
35198,Keiichiro NAGASHIMA,27.0,70.0,172.0,2.0,vancouver-2010,Speed skating,Speed skating
35199,Joji KATO,25.0,65.0,165.0,3.0,vancouver-2010,Speed skating,Speed skating
35201,Mika POUTALA,26.0,79.0,177.0,5.0,vancouver-2010,Speed skating,Speed skating
35202,Mika POUTALA,26.0,79.0,177.0,5.0,vancouver-2010,Speed skating,Speed skating
35205,Jamie GREGG,24.0,80.0,180.0,8.0,vancouver-2010,Speed skating,Speed skating
35206,Jeremy WOTHERSPOON,33.0,85.0,190.0,9.0,vancouver-2010,Speed skating,Speed skating
35207,Jeremy WOTHERSPOON,33.0,85.0,190.0,9.0,vancouver-2010,Speed skating,Speed skating
35258,Sven KRAMER,23.0,80.0,185.0,1.0,vancouver-2010,Speed skating,Speed skating
35259,Sven KRAMER,23.0,80.0,185.0,1.0,vancouver-2010,Speed skating,Speed skating
35260,Sven KRAMER,23.0,80.0,185.0,1.0,vancouver-2010,Speed skating,Speed skating
35261,Sven KRAMER,23.0,80.0,185.0,1.0,vancouver-2010,Speed skating,Speed skating
35263,Ivan SKOBREV,27.0,85.0,187.0,3.0,vancouver-2010,Speed skating,Speed skating
35264,Ivan SKOBREV,27.0,85.0,187.0,3.0,vancouver-2010,Speed skating,Speed skating
35265,Ivan SKOBREV,27.0,85.0,187.0,3.0,vancouver-2010,Speed skating,Speed skating
35268,Alexis CONTIN,23.0,72.0,182.0,6.0,vancouver-2010,Speed skating,Speed skating
35269,Alexis CONTIN,23.0,72.0,182.0,6.0,vancouver-2010,Speed skating,Speed skating
35270,Enrico FABRIS,28.0,80.0,189.0,7.0,vancouver-2010,Speed skating,Speed skating
35271,Enrico FABRIS,28.0,80.0,189.0,7.0,vancouver-2010,Speed skating,Speed skating
35272,Enrico FABRIS,28.0,80.0,189.0,7.0,vancouver-2010,Speed skating,Speed skating
35274,Jan BLOKHUIJSEN,20.0,81.0,184.0,9.0,vancouver-2010,Speed skating,Speed skating
35275,Jan BLOKHUIJSEN,20.0,81.0,184.0,9.0,vancouver-2010,Speed skating,Speed skating
35276,Sverre HAUGLI,27.0,79.0,183.0,10.0,vancouver-2010,Speed skating,Speed skating
35277,Sverre HAUGLI,27.0,79.0,183.0,10.0,vancouver-2010,Speed skating,Speed skating
35320,Silvan ZURBRIGGEN,28.0,94.0,185.0,3.0,vancouver-2010,Alpine Skiing,Alpine Skiing
35321,Silvan ZURBRIGGEN,28.0,94.0,185.0,3.0,vancouver-2010,Alpine Skiing,Alpine Skiing
35322,Carlo JANKA,23.0,86.0,185.0,4.0,vancouver-2010,Alpine Skiing,Alpine Skiing
35323,Carlo JANKA,23.0,86.0,185.0,4.0,vancouver-2010,Alpine Skiing,Alpine Skiing
35324,Carlo JANKA,23.0,86.0,185.0,4.0,vancouver-2010,Alpine Skiing,Alpine Skiing
35325,Carlo JANKA,23.0,86.0,185.0,4.0,vancouver-2010,Alpine Skiing,Alpine Skiing
